μῆνιν|μῆνις
φρονέων|φρονέω
ἁθρόα|ἀθρόος
πάντ̓|πᾶς
ἀπέτισεν|ἀποτίνω
ἠμείβετ̓|ἀμείβω
ἔπειτα|ἔπειτα
γλαυκῶπις|γλαυκῶπις
Ἀθήνη|Ἀθήνη
πάτερ|πατήρ
ἡμέτερε|ἡμέτερος
Κρονίδη|Κρονίδης
ὕπατε|ὕπατος
κρειόντων|κρείων
λίην|λίαν
κεῖνός|κεῖνος
ἐοικότι|ἔοικα
κεῖται|κεῖμαι
ὀλέθρῳ|ὄλεθρος
ἀπόλοιτο|ἀπόλλυμι
τοιαῦτά|τοιοῦτος
ῥέζοι|ῥέζω
ἀμφ̓|ἀμφί
δαΐφρονι|δαίφρων
δαίεται|δαίω
ἦτορ|ἦτορ
δυσμόρῳ|δύσμορος
δηθὰ|δηθά
φίλων|φίλος
ἄπο|ἀπό
πήματα|πῆμα
πάσχει|πάσχω
νήσῳ|νῆσος
ἀμφιρύτῃ|ἀμφίρυτος
ὅθι|ὅθι
τ̓|τε
ὀμφαλός|ὀμφαλός
ἐστι|εἰμί
θαλάσσης|θάλασσα
νῆσος|νῆσος
δενδρήεσσα|δενδρήεις
θεὰ|θεά
δώματα|δῶμα
ναίει|ναίω
Ἄτλαντος|Ἄτλας
θυγάτηρ|θυγάτηρ
ὀλοόφρονος|ὀλοόφρων
πάσης|πᾶς
βένθεα|βένθος
οἶδεν|οἶδα
ἔχει|ἔχω
κίονας|κίων
αὐτὸς|αὐτός
μακράς|μακρός
γαῖάν|γαῖα
οὐρανὸν|οὐρανός
ἀμφὶς|ἀμφίς
δύστηνον|δύστηνος
ὀδυρόμενον|ὀδύρομαι
κατερύκει|κατερύκω
αἰεὶ|ἀεί
μαλακοῖσι|μαλακός
αἱμυλίοισι|αἱμύλος
λόγοισιν|λόγος
θέλγει|θέλγω
ὅπως|ὅπως
Ἰθάκης|Ἰθάκη
ἐπιλήσεται|ἐπιλήθω
Ὀδυσσεύς|Ὀδυσσεύς
ἱέμενος|ἵημι
καπνὸν|καπνός
ἀποθρῴσκοντα|ἀποθρῴσκω
νοῆσαι|νοέω
γαίης|γαῖα
θανέειν|θνήσκω
σοί|σύ
ἐντρέπεται|ἐντρέπω
φίλον|φίλος
Ὀλύμπιε|Ὀλύμπιος
οὔ|οὐ
νύ|νῦν
Ὀδυσσεὺς|Ὀδυσσεύς
Ἀργείων|Ἀργεῖος
παρὰ|παρά
νηυσὶ|ναῦς
χαρίζετο|χαρίζομαι
ἱερὰ|ἱερός
ῥέζων|ῥέζω
Τροίῃ|Τροία
εὐρείῃ|εὐρύς
τόσον|τόσος
ὠδύσαο|ὀδύσσομαι
Ζεῦ|Ζεύς
;"|;"
ἀπαμειβόμενος|ἀπαμείβομαι
προσέφη|πρόσφημι
νεφεληγερέτα|νεφεληγερέτα
Ζεύς|Ζεύς
τέκνον|τέκνον
ἐμόν|ἐμός
ποῖόν|ποῖος
σε|σύ
ἔπος|ἔπος
φύγεν|φεύγω
ἕρκος|ἕρκος
ὀδόντων|ὀδούς
πῶς|πῶς
ἔπειτ̓|ἔπειτα
Ὀδυσῆος|Ὀδυσσεύς
ἐγὼ|ἐγώ
θείοιο|θεῖος
λαθοίμην|λανθάνω
περὶ|περί
ἐστὶ|εἰμί
βροτῶν|βροτός
ἱρὰ|ἱερός
θεοῖσιν|θεός
ἀθανάτοισιν|ἀθάνατος
ἔδωκε|δίδωμι
εὐρὺν|εὐρύς
Ποσειδάων|Ποσειδεών
γαιήοχος|γαιήοχος
ἀσκελὲς|ἀσκελής
Κύκλωπος|Κύκλωψ
κεχόλωται|χολόω
ὀφθαλμοῦ|ὀφθαλμός
ἀλάωσεν|ἀλαόω
ἀντίθεον|ἀντίθεος
Πολύφημον|Πολύφημος
ὅου|ὅς
κράτος|κράτος
μέγιστον|μέγας
πᾶσιν|πᾶς
Κυκλώπεσσι|Κύκλωψ
Θόωσα|Θόωσα
μιν|μιν
τέκε|τίκτω
Φόρκυνος|Φόρκυς
ἁλὸς|ἅλς
ἀτρυγέτοιο|ἀτρύγετος
μέδοντος|μέδων
Ποσειδάωνι|Ποσειδεών
μιγεῖσα|μίγνυμι
Ὀδυσῆα|Ὀδυσσεύς
ἐνοσίχθων|Ἐνοσίχθων
κατακτείνει|κατακτείνω
πλάζει|πλάζω
ἀπὸ|ἀπό
πατρίδος|πατρίς
ἄγεθ̓|ἄγε
οἵδε|ὅδε
περιφραζώμεθα|περιφράζομαι
ἔλθῃσι|ἔρχομαι
μεθήσει|μεθίημι
χόλον|χόλος
δυνήσεται|δύναμαι
ἀντία|ἀντίος
πάντων|πᾶς
ἀθανάτων|ἀθάνατος
ἀέκητι|ἀέκητι
ἐριδαινέμεν|ἐριδαίνω
οἶος|οἶος
τοῦτο|οὗτος
μακάρεσσι|μάκαρ
νοστῆσαι|νοστέω
πολύφρονα|πολύφρων
ὅνδε|ὅς
δόμονδε|δόμονδε
διάκτορον|διάκτορος
νῆσον|νῆσος
ἐς|εἰς
Ὠγυγίην|Ὠγυγία
ὀτρύνομεν|ὀτρύνω
ὄφρα|ὄφρα
τάχιστα|ταχύς
νύμφῃ|νύμφη
ἐυπλοκάμῳ|εὐπλόκαμος
εἴπῃ|εἶπον
νημερτέα|νημερτής
βουλήν|βουλή
Ὀδυσσῆος|Ὀδυσσεύς
ταλασίφρονος|ταλασίφρων
ὥς|ὡς
κε|ἄν
νέηται|νέομαι
ἐγὼν|ἐγώ
Ἰθάκηνδ̓|Ἰθάκηνδε
ἐσελεύσομαι|εἰσέρχομαι
υἱὸν|υἱός
μᾶλλον|μᾶλλον
ἐποτρύνω|ἐποτρύνω
μένος|μένος
φρεσὶ|φρήν
θείω|θέω
ἀγορὴν|ἀγορά
καλέσαντα|καλέω
κάρη|κάρα
κομόωντας|κομάω
Ἀχαιοὺς|Ἀχαιός
πᾶσι|πᾶς
μνηστήρεσσιν|μνηστήρ
ἀπειπέμεν|ἀπεῖπον
μῆλ̓|μῆλον
ἁδινὰ|ἁδινός
σφάζουσι|σφάζω
εἰλίποδας|εἰλίπους
ἕλικας|ἕλιξ
πέμψω|πέμπω
Σπάρτην|Σπάρτη
Πύλον|Πύλος
ἠμαθόεντα|ἠμαθόεις
πευσόμενον|πυνθάνομαι
πατρὸς|πατήρ
φίλου|φίλος
ἤν|ἐάν
που|πού
ἀκούσῃ|ἀκούω
ἠδ̓|ἠδέ
ἵνα|ἵνα
κλέος|κλέος
ἐσθλὸν|ἐσθλός
ἀνθρώποισιν|ἄνθρωπος
ἔχῃσιν|ἔχω
εἰποῦσ̓|εἶπον
ὑπὸ|ὑπό
ποσσὶν|πούς
ἐδήσατο|δέω
καλὰ|καλός
πέδιλα|πέδιλον
ἀμβρόσια|ἀμβρόσιος
χρύσεια|χρύσεος
φέρον|φέρω
ἠμὲν|ἠμέν
ἐφ̓|ἐπί
ὑγρὴν|ὑγρός
ἐπ̓|ἐπί
ἀπείρονα|ἀπείρων
ἅμα|ἅμα
πνοιῇς|πνοή
ἀνέμοιο|ἄνεμος
εἵλετο|αἱρέω
ἄλκιμον|ἄλκιμος
ἔγχος|ἔγχος
ἀκαχμένον|ἀκαχμένος
ὀξέι|ὀξύς
χαλκῷ|χαλκοῦς
βριθὺ|βριθύς
μέγα|μέγας
στιβαρόν|στιβαρός
δάμνησι|δάμνημι
στίχας|στίξ
ἡρώων|ἥρως
τοῖσίν|ὁ
κοτέσσεται|κοτέω
ὀβριμοπάτρη|ὀβριμοπάτρη
βῆ|βαίνω
κατ̓|κατά
Οὐλύμποιο|Ὄλυμπος
καρήνων|κάρηνον
ἀίξασα|ἀίσσω
στῆ|ἵστημι
δήμῳ|δῆμος
ἐπὶ|ἐπί
προθύροις|πρόθυρον
οὐδοῦ|οὐδός
αὐλείου|αὔλειος
παλάμῃ|παλάμη
ἔχε|ἔχω
χάλκεον|χάλκεος
εἰδομένη|εἴδομαι
ξείνῳ|ξένος
Ταφίων|Τάφιοι
ἡγήτορι|ἡγήτωρ
Μέντῃ|Μέντης
εὗρε|εὑρίσκω
μνηστῆρας|μνηστήρ
ἀγήνορας|ἀγήνωρ
πεσσοῖσι|πεσσός
προπάροιθε|προπάροιθε
θυράων|θύρα
ἔτερπον|τέρπω
ἥμενοι|ἧμαι
ῥινοῖσι|ῥινός
βοῶν|βοῦς
οὓς|ὅς
ἔκτανον|κτείνω
αὐτοί|αὐτός
κήρυκες|κῆρυξ
αὐτοῖσι|αὐτός
ὀτρηροὶ|ὀτρηρός
θεράποντες|θεράπων
οἶνον|οἶνος
ἔμισγον|μίγνυμι
κρητῆρσι|κρατήρ
ὕδωρ|ὕδωρ
αὖτε|αὖτε
σπόγγοισι|σπόγγος
πολυτρήτοισι|πολύτρητος
τραπέζας|τράπεζα
νίζον|νίζω
πρότιθεν|προθέω
κρέα|κρέας
δατεῦντο|δατέομαι
πολὺ|πολύς
πρῶτος|πρῶτος
ἴδε|εἶδον
Τηλέμαχος|Τηλέμαχος
θεοειδής|θεοειδής
ἧστο|ἧμαι
μνηστῆρσι|μνηστήρ
τετιημένος|τετίημαι
ὀσσόμενος|ὄσσομαι
πατέῤ|πατήρ
φρεσίν|φρήν
ποθεν|ποθεν
ἐλθὼν|ἔρχομαι
μνηστήρων|μνηστήρ
σκέδασιν|σκέδασις
θείη|τίθημι
τιμὴν|τιμή
ἔχοι|ἔχω
δώμασιν|δῶμα
οἷσιν|ὅς
ἀνάσσοι|ἀνάσσω
μεθήμενος|ἧμαι
εἴσιδ̓|εἰσοράω
Ἀθήνην|Ἀθήνη
ἰθὺς|ἰθύς
προθύροιο|πρόθυρον
νεμεσσήθη|νεμεσάω
θυμῷ|θυμός
ξεῖνον|ξένος
θύρῃσιν|θύρα
ἐφεστάμεν|ἐφίστημι
ἐγγύθι|ἐγγύθι
στὰς|ἵστημι
χεῖῤ|χείρ
ἕλε|αἱρέω
δεξιτερὴν|δεξιτερός
ἐδέξατο|δέχομαι
φωνήσας|φωνέω
ἔπεα|ἔπος
πτερόεντα|πτερόεις
προσηύδα|προσαυδάω
χαῖρε|χαίρω
ξεῖνε|ξένος
παῤ|παρά
ἄμμι|ἐγώ
φιλήσεαι|φιλέω
δείπνου|δεῖπνον
πασσάμενος|πατέομαι
μυθήσεαι|μυθέομαι
ὅττεό|ὅστις
χρή|χρή
εἰπὼν|εἶπον
ἡγεῖθ̓|ἡγέομαι
ἕσπετο|ἕπομαι
Παλλὰς|Παλλάς
ἔντοσθεν|ἔντοσθεν
δόμου|δόμος
ὑψηλοῖο|ὑψηλός
ἔστησε|ἵστημι
φέρων|φέρω
πρὸς|πρός
κίονα|κίων
μακρὴν|μακρός
δουροδόκης|δουροδόκη
ἐυξόου|εὔξοος
ἄλλα|ἄλλος
ἔγχἐ|ἔγχος
ἵστατο|ἵστημι
πολλά|πολύς
αὐτὴν|αὐτός
θρόνον|θρόνος
εἷσεν|ἵζω
ἄγων|ἄγω
λῖτα|λίς
πετάσσας|πετάννυμι
καλὸν|καλός
δαιδάλεον|δαιδάλεος
θρῆνυς|θρῆνυς
ποσὶν|πούς
πὰρ|παρά
κλισμὸν|κλισμός
θέτο|τίθημι
ποικίλον|ποικίλος
ἔκτοθεν|ἔκτοθεν
ἄλλων|ἄλλος
μὴ|μή
ξεῖνος|ξένος
ἀνιηθεὶς|ἀνιάω
ὀρυμαγδῷ|ὀρυμαγδός
δείπνῳ|δεῖπνον
ἁδήσειεν|ἀδέω
ὑπερφιάλοισι|ὑπερφίαλος
μετελθών|μετέρχομαι
ἀποιχομένοιο|ἀποίχομαι
ἔροιτο|ἔρομαι
χέρνιβα|χέρνιψ
ἀμφίπολος|ἀμφίπολος
προχόῳ|πρόχοος
ἐπέχευε|ἐπιχέω
φέρουσα|φέρω
καλῇ|καλός
χρυσείῃ|χρύσεος
ἀργυρέοιο|ἀργύρεος
λέβητος|λέβης
νίψασθαι|νίζω
ξεστὴν|ξεστός
ἐτάνυσσε|τανύω
τράπεζαν|τράπεζα
σῖτον|σῖτος
αἰδοίη|αἰδοῖος
ταμίη|ταμία
παρέθηκε|παρατίθημι
εἴδατα|εἶδαρ
πόλλ̓|πολύς
ἐπιθεῖσα|ἐπιτίθημι
χαριζομένη|χαρίζομαι
παρεόντων|πάρειμι
δαιτρὸς|δαιτρός
κρειῶν|κρέας
πίνακας|πίναξ
παρέθηκεν|παρατίθημι
ἀείρας|ἀείρω
παντοίων|παντοῖος
σφι|σφεῖς
τίθει|τίθημι
κύπελλα|κύπελλον
κῆρυξ|κῆρυξ
αὐτοῖσιν|αὐτός
θάμ̓|θαμά
ἐπῴχετο|ἐποίχομαι
οἰνοχοεύων|οἰνοχοεύω
ἦλθον|ἔρχομαι
μνηστῆρες|μνηστήρ
ἀγήνορες|ἀγήνωρ
ἑξείης|ἑξῆς
ἕζοντο|ἕζομαι
κλισμούς|κλισμός
θρόνους|θρόνος
χεῖρας|χείρ
ἔχευαν|χέω
δμῳαὶ|δμωή
παρενήνεον|παρανηνέω
κανέοισιν|κάνεον
κοῦροι|κόρος
κρητῆρας|κρατήρ
ἐπεστέψαντο|ἐπιστέφω
ποτοῖο|ποτός
ὀνείαθ̓|ὄνειαρ
ἑτοῖμα|ἑτοῖμος
προκείμενα|πρόκειμαι
ἴαλλον|ἰάλλω
πόσιος|πόσις
ἐδητύος|ἐδητύς
ἔρον|ἔρος
ἕντο|ἵημι
φρεσὶν|φρήν
μεμήλει|μέλω
μολπή|μολπή
ὀρχηστύς|ὀρχηστύς
ἀναθήματα|ἀνάθημα
δαιτός|δαίς
χερσὶν|χείρ
κίθαριν|κίθαρις
περικαλλέα|περικαλλής
θῆκεν|τίθημι
Φημίῳ|Φήμιος
ἤειδε|ἀείδω
μνηστῆρσιν|μνηστήρ
ἀνάγκῃ|ἀνάγκη
ἦ|ἦ
φορμίζων|φορμίζω
ἀνεβάλλετο|ἀναβάλλω
ἀείδειν|ἀείδω
γλαυκῶπιν|γλαυκῶπις
ἄγχι|ἄγχι
σχὼν|ἔχω
κεφαλήν|κεφαλή
πευθοίαθ̓|πεύθομαι
φίλ̓|φίλος
νεμεσήσεαι|νεμεσάω
ὅττι|ὅστις
κεν|ἄν
εἴπω|εἶπον
τούτοισιν|οὗτος
ταῦτα|οὗτος
μέλει|μέλω
κίθαρις|κίθαρις
ἀοιδή|ἀοιδή
ῥεῖ̓|ῥεῖα
ἀλλότριον|ἀλλότριος
βίοτον|βίοτος
νήποινον|νήποινος
ἔδουσιν|ἔδω
ἀνέρος|ἀνήρ
οὗ|ὅς
λεύκ̓|λεύκη
ὀστέα|ὀστέον
πύθεται|πύθω
ὄμβρῳ|ὄμβρος
κείμεν̓|κεῖμαι
ἠπείρου|ἤπειρος
εἰν|ἐν
ἁλὶ|ἅλς
κῦμα|κῦμα
κυλίνδει|κυλίνδω
κεῖνόν|ἐκεῖνος
Ἰθάκηνδε|Ἰθάκηνδε
ἰδοίατο|εἶδον
κ̓|ἄν
ἀρησαίατ̓|ἀράομαι
ἐλαφρότεροι|ἐλαφρός
πόδας|πούς
ἀφνειότεροι|ἀφνειός
χρυσοῖό|χρυσός
ἐσθῆτός|ἐσθής
ἀπόλωλε|ἀπόλλυμι
κακὸν|κακός
θαλπωρή|θαλπωρή
πέρ|πέρ
ἐπιχθονίων|ἐπιχθόνιος
φῇσιν|φημί
ἐλεύσεσθαι|ἔρχομαι
ὤλετο|ὄλλυμι
ἄγε|ἄγε
τόδε|ὅδε
ἀτρεκέως|ἀτρεκής
κατάλεξον|καταλέγω
πόθεν|πόθεν
πόθι|πόθι
πόλις|πόλις
τοκῆες|τοκεύς
ὁπποίης|ὁποῖος
νηὸς|ναῦς
ἀφίκεο|ἀφικνέομαι
ναῦται|ναύτης
ἤγαγον|ἄγω
εὐχετόωντο|εὐχετάομαι
πεζὸν|πεζός
ὀίομαι|οἴομαι
ἐνθάδ̓|ἐνθάδε
τοῦτ̓|οὗτος
ἀγόρευσον|ἀγορεύω
ἐτήτυμον|ἐτήτυμος
ὄφῤ|ὄφρα
ἐὺ|εὖ
εἰδῶ|οἶδα
ἠὲ|ἤ
νέον|νέος
μεθέπεις|μεθέπω
πατρώιός|πατρώιος
ἐσσι|εἰμί
πολλοὶ|πολύς
ἴσαν|εἶμι
ἀνέρες|ἀνήρ
ἡμέτερον|ἡμέτερος
δῶ|δῶμα
κεῖνος|ἐκεῖνος
ἐπίστροφος|ἐπίστροφος
ἦν|εἰμί
προσέειπε|προσεῖπον
τοιγὰρ|τοιγάρ
μάλ̓|μάλα
ἀγορεύσω|ἀγορεύω
Μέντης|Μέντης
Ἀγχιάλοιο|Ἀγχίαλος
δαΐφρονος|δαίφρων
εὔχομαι|εὔχομαι
υἱός|υἱός
ἀτὰρ|ἀτάρ
Ταφίοισι|Τάφιοι
φιληρέτμοισιν|φιλήρετμος
ἀνάσσω|ἀνάσσω
ὧδε|ὧδε
ξὺν|σύν
νηὶ|ναῦς
κατήλυθον|κατέρχομαι
ἑτάροισιν|ἑταῖρος
πλέων|πλέω
οἴνοπα|οἶνοψ
πόντον|πόντος
ἀλλοθρόους|ἀλλόθροος
ἀνθρώπους|ἄνθρωπος
Τεμέσην|Τεμέση
χαλκόν|χαλκός
ἄγω|ἄγω
αἴθωνα|αἴθων
σίδηρον|σίδηρος
νηῦς|ναῦς
ἥδ̓|ὅδε
ἕστηκεν|ἵστημι
ἀγροῦ|ἀγρός
πόληος|πόλις
λιμένι|λιμήν
Ῥείθρῳ|Ῥεῖθρον
Νηίῳ|Νήιον
ὑλήεντι|ὑλήεις
ξεῖνοι|ξένος
ἀλλήλων|ἀλλήλων
πατρώιοι|πατρώιος
εὐχόμεθ̓|εὔχομαι
ἀρχῆς|ἀρχή
γέροντ̓|γέρων
εἴρηαι|ἔρομαι
ἐπελθὼν|ἐπέρχομαι
Λαέρτην|Λαέρτης
ἥρωα|ἥρως
οὐκέτι|οὐκέτι
φασὶ|φημί
πόλινδε|πόλινδε
ἔρχεσθ̓|ἔρχομαι
ἀπάνευθεν|ἀπάνευθε
πάσχειν|πάσχω
γρηὶ|γραῦς
σὺν|σύν
ἀμφιπόλῳ|ἀμφίπολος
βρῶσίν|βρῶσις
παρτιθεῖ|παρατίθημι
εὖτ̓|εὖτε
κάματος|κάματος
γυῖα|γυῖον
λάβῃσιν|λαμβάνω
ἑρπύζοντ̓|ἑρπύζω
ἀνὰ|ἀνά
γουνὸν|γουνός
ἀλωῆς|ἀλωή
οἰνοπέδοιο|οἰνόπεδος
ἔφαντ̓|φημί
ἐπιδήμιον|ἐπιδήμιος
σὸν|σός
βλάπτουσι|βλάπτω
κελεύθου|κέλευθος
πω|πω
τέθνηκεν|θνήσκω
χθονὶ|χθών
δῖος|δῖος
ζωὸς|ζωός
κατερύκεται|κατερύκω
εὐρέι|εὐρύς
χαλεποὶ|χαλεπός
ἄνδρες|ἀνήρ
ἄγριοι|ἄγριος
κεῖνον|ἐκεῖνος
ἐρυκανόωσ̓|ἐρυκανάω
ἀέκοντα|ἀέκων
μαντεύσομαι|μαντεύομαι
ἀθάνατοι|ἀθάνατος
βάλλουσι|βάλλω
τελέεσθαι|τελέω
ὀίω|οἴομαι
μάντις|μάντις
ἐὼν|εἰμί
οὔτ̓|οὔτε
οἰωνῶν|οἰωνός
σάφα|σάφα
εἰδώς|οἶδα
δηρόν|δηρός
φίλης|φίλος
σιδήρεα|σιδήρεος
δέσματ̓|δέσμα
φράσσεται|φράζω
πολυμήχανός|πολυμήχανος
ἐστιν|εἰμί
αὐτοῖο|αὐτός
τόσος|τόσος
πάϊς|παῖς
αἰνῶς|αἰνός
ὄμματα|ὄμμα
ἔοικας|ἔοικα
κείνῳ|κεῖνος
θαμὰ|θαμά
τοῖον|τοῖον
ἐμισγόμεθ̓|μίγνυμι
ἀλλήλοισιν|ἀλλήλων
Τροίην|Τροία
ἀναβήμεναι|ἀναβαίνω
ἄριστοι|ἄριστος
ἔβαν|βαίνω
κοίλῃς|κοῖλος
νηυσίν|ναῦς
ἴδον|εἶδον
ἔμ̓|ἐγώ
ἐκεῖνος|ἐκεῖνος
αὖ|αὖ
